"titre","url","sous_titre","annee","mois","jour"
"La précarité à Radio France et à ...« Là bas si j’y suis »","https://www.acrimed.org/La-precarite-a-Radio-France-et-a-La-bas-si-j-y-suis","De la précarité version Radio France à « la précarité version Mermet » ?",2004,"septembre","26"
"« Grèves à France 3 » de Thierry Nouel","https://www.acrimed.org/Greves-a-France-3-de-Thierry-Nouel","28 septembre à 19h30. Cinéma La Clef (Paris)",2004,"septembre","26"
"Le Monde en débat : une publicité « pour » et un article plutôt « contre »","https://www.acrimed.org/Le-Monde-en-debat-une-publicite-pour-et-un-article-plutot-contre","C’est de l’échographie en 3D qu’il s’agit... Et Le Monde gagne à tous les coups (...)",2004,"septembre","23"
"Lu, vu, entendu : Une nouvelle série pour lutter contre l’amnésie","https://www.acrimed.org/Lu-vu-entendu-Une-nouvelle-serie-pour-lutter-contre-l-amnesie","Une nouvelle série - Jean-Marc Sylvestre - Haro sur la CGT de Nestlé - Aimer de Villepin - (...)",2004,"septembre","23"
"L’actualité des médias n°30 (du 12 au 22 septembre 2004)","https://www.acrimed.org/L-actualite-des-medias-no30-du-12-au-22-septembre-2004","Des nouvelles de la concurrence dans l’audiovisuel et des difficultés de la presse écrite, (...)",2004,"septembre","22"
"Les difficultés de la presse écrite... selon la presse écrite","https://www.acrimed.org/Les-difficultes-de-la-presse-ecrite-selon-la-presse-ecrite","Des journaux en grande difficulté parlent des difficultés... des autres.",2004,"septembre","22"
"Les médias et les Français musulmans : ce ne sont pas des terroristes, mais...","https://www.acrimed.org/Les-medias-et-les-Francais-musulmans-ce-ne-sont-pas-des-terroristes-mais","Quand des éditorialistes octroient la nationalité française... à des Français.",2004,"septembre","20"
"Procès contre l’autre presse : A mort L’Aiguillon !","https://www.acrimed.org/Proces-contre-l-autre-presse-A-mort-L-Aiguillon","Au bout de 46 numéros, L’Aiguillon, mensuel de l’agglomération de Chartres, est la cible de quatre (...)",2004,"septembre","18"
"Meurtres sans importance audiovisuelle : deux inspecteurs du travail tués","https://www.acrimed.org/Meurtres-sans-importance-audiovisuelle-deux-inspecteurs-du-travail-tues","... A croire que cela mérite moins d’attention qu’un accident de la route dans le (...)",2004,"septembre","16"
"Var Matin se charge de la com’ de Sarkozy (Cuverville)","https://www.acrimed.org/Var-Matin-se-charge-de-la-com-de-Sarkozy-Cuverville","... puisque ,Sarkozy a « lancé » un film - L’enquête corse - à Porto-Vecchio",2004,"septembre","16"
"Un sondage plébiscite Juppé ? Sud-Ouest publie...","https://www.acrimed.org/Un-sondage-plebiscite-Juppe-Sud-Ouest-publie","Le quotidien régional relaie une opération de communication en l’habillant de quelques remarques (...)",2004,"septembre","15"
"L’autre presse : L’Aiguillon, quatre ans, déjà toutes ses dents","https://www.acrimed.org/L-autre-presse-L-Aiguillon-quatre-ans-deja-toutes-ses-dents","Quarante-quatre numéros depuis sa naissance en septembre 2000, le mensuel d’Energies Citoyennes a (...)",2004,"septembre","14"
"Les facéties d’Alexandre Adler : Hugo Chavez, « gorille populiste » et « antisémite »","https://www.acrimed.org/Les-faceties-d-Alexandre-Adler-Hugo-Chavez-gorille-populiste-et-antisemite","Finesse des analyses, rigueur des concepts : tout Adler en un seul article du (...)",2004,"septembre","14"
"L’actualité des médias n°29 (3 au 11 septembre)","https://www.acrimed.org/L-actualite-des-medias-no29-3-au-11-septembre","Bouygues, télévisions payantes, Patrick Lelay, diffusion des journaux, sitution des (...)",2004,"septembre","13"
"« France Culture : L’interdépendance des contenus et des statuts des personnels » (CGT-Radio France)","https://www.acrimed.org/France-Culture-L-interdependance-des-contenus-et-des-statuts-des-personnels-CGT","Du droit d’alerte sur la situation économique et sociale de l’entreprise à la critique de la (...)",2004,"septembre","10"
"Les facéties d’Alexandre Adler : Un peu de tout et beaucoup de n’importe quoi","https://www.acrimed.org/Les-faceties-d-Alexandre-Adler-Un-peu-de-tout-et-beaucoup-de-n-importe-quoi","Faux débat et vrai promotion : Guy Sorman et Alexandre Adler que presque rien n’oppose s’ébrouent (...)",2004,"septembre","9"
"Patrick Le Lay, pour TF1, vend du Coca light à Télérama","https://www.acrimed.org/Patrick-Le-Lay-pour-TF1-vend-du-Coca-light-a-Telerama","Après la version « hard » des missions de TF1, la version « soft ». Et un (petit) tintamarre (...)",2004,"septembre","8"
"Ce qu’il reste de l’empire Hersant : France Antilles","https://www.acrimed.org/Ce-qu-il-reste-de-l-empire-Hersant-France-Antilles","... Après le rachat de la Socpresse par Dassaut",2004,"septembre","8"
"L’actualité des médias n°28 (5 juin au 2 septembre 04)","https://www.acrimed.org/L-actualite-des-medias-no28-5-juin-au-2-septembre-04","Eté 2004 : Aucune trêve n’est venue rompre le train infernal de l’actualité médiatique.",2004,"septembre","7"
"RER D - Conclusions provisoires : on efface tout et on recommence ?","https://www.acrimed.org/RER-D-Conclusions-provisoires-on-efface-tout-et-on-recommence","La fausse agression du RER D ? Un puissant révélateur du fonctionnement ordinaire des (...)",2004,"septembre","6"
"La fausse agression du RER D : un journalisme de meute ?","https://www.acrimed.org/La-fausse-agression-du-RER-D-un-journalisme-de-meute","De la désinformation en temps réel aux autocritiques sans conséquences : un certain journalisme (...)",2004,"septembre","6"
"Venezuela : Vive TV, une chaîne de télévision communautaire publique","https://www.acrimed.org/Venezuela-Vive-TV-une-chaine-de-television-communautaire-publique","Participer à la construction d’une nouvelle identité citoyenne, basée sur la dignité retrouvée (...)",2004,"septembre","5"
"Quand BHL menace...","https://www.acrimed.org/Quand-BHL-menace","Trois livres vont paraître sur le  philosophe  médiatique.  J’ai l’air policé, mais au fond je (...)",2004,"septembre","4"
"RER D - 13. Médias culpa (3) : Il faut de tout pour faire Le Monde","https://www.acrimed.org/RER-D-13-Medias-culpa-3-Il-faut-de-tout-pour-faire-Le-Monde","Déjà bouleversé en juin par une agression prétendument antisémite, Le Monde fait face à la prétendue (...)",2004,"septembre","1er"
"Vivendi-Universal deux ans après la débâcle","https://www.acrimed.org/Vivendi-Universal-deux-ans-apres-la-debacle","Le point sur Vivendi-Universal, qui fut - mais pour peu de temps - le N°2 mondial de la (...)",2004,"août","27"
"Le groupe Ringier AG","https://www.acrimed.org/Le-groupe-Ringier-AG","Une des deux pieuvres basées en Suisse. Elle étend son empire en Europe de l’Est et en (...)",2004,"août","27"
"Un paris-plagiat du Monde","https://www.acrimed.org/Un-paris-plagiat-du-Monde","Encanaillé par  Paris-Plage, sur un air de musique, la nuit... , Le Monde se prit soudain à (...)",2004,"août","26"
"Bertelsmann : recentrages de 2003-2004","https://www.acrimed.org/Bertelsmann-recentrages-de-2003-2004","Un groupe endetté révise sa politique de diversification et vend.",2004,"août","26"
"« Les diktats de l’air du temps » (par des collaborateurs de France Culture)","https://www.acrimed.org/Les-diktats-de-l-air-du-temps-par-des-collaborateurs-de-France-Culture","Réduction des émissions élaborées, priorité donnée au direct, suppression d’émissions, évictions et (...)",2004,"août","24"
"« Au courrier des lecteurs de Var Matin » (LDH-Toulon)","https://www.acrimed.org/Au-courrier-des-lecteurs-de-Var-Matin-LDH-Toulon","Comment des personnalités politiques très ... marquées peuvent passer pour de simples (...)",2004,"août","24"
"RER D - 12. Intermède : Un mois après, Le Monde siffle la fin de la récré","https://www.acrimed.org/RER-D-12-Intermede-Un-mois-apres-Le-Monde-siffle-la-fin-de-la-recre","Comment transformer une débandade médiatique en produit dérivé.",2004,"août","23"
"Venezuela : Le Monde vacille entre « d’une part » et « d’autre part »","https://www.acrimed.org/Venezuela-Le-Monde-vacille-entre-d-une-part-et-d-autre-part","Le Monde, médecin universel, vole au secours et de Chavez et de l’opposition, diagnostique (...)",2004,"août","20"
"RER D - 11. Média culpa (2) : « Le téléphone sonne » et personne ne répond","https://www.acrimed.org/RER-D-11-Media-culpa-2-Le-telephone-sonne-et-personne-ne-repond","S’emballer sur un « emballement », s’expliquer sans expliquer, battre (légèrement) sa coulpe... (...)",2004,"août","19"
"RER D - 10. Média culpa (1) : L’autocritique des autres","https://www.acrimed.org/RER-D-10-Media-culpa-1-L-autocritique-des-autres","Les journalistes auraient esquissé un début de réflexion autocritique. Une information à prendre (...)",2004,"août","18"
"Venezuela : Les Dernières Nouvelles d’Alsace contre le « populisme »","https://www.acrimed.org/Venezuela-Les-Dernieres-Nouvelles-d-Alsace-contre-le-populisme","Ode à la « « classe moyenne » de Caracas, « taillable et corvéable à merci » Comment ? « A (...)",2004,"août","18"
"Le groupe News Corp. (Rupert Murdoch) : évolution de 2002 à 2004","https://www.acrimed.org/Le-groupe-News-Corp-Rupert-Murdoch-evolution-de-2002-a-2004","Rupert Murdoch, « l’homme le plus dangereux du monde » selon Ted Turner, fondateur de CNN n’a fait (...)",2004,"août","17"
"Lire : De l’idéologie aujourd’hui, de François Brune","https://www.acrimed.org/Lire-De-l-ideologie-aujourd-hui-de-Francois-Brune","« Analyses, parfois désobligeantes, du « discours » médiatico-publicitaire » (François (...)",2004,"août","16"
"« Vous avez dit machette ? » (J.-Cl. Guillebaud)","https://www.acrimed.org/Vous-avez-dit-machette-J-Cl-Guillebaud","Lu dans la chronique  Ecoutez voir  de Jean-Claude Guillebaud (TéléCinéObs, 7-13 août (...)",2004,"août","16"
"Venezuela : désinformation « haut de gamme » sur Arte","https://www.acrimed.org/Venezuela-desinformation-haut-de-gamme-sur-Arte","Un condensé d’ignorance et/ou de malveillance, d’informations approximatives et de falsifications (...)",2004,"août","15"
"Venezuela : Quand Libération suggère de destituer Chavez","https://www.acrimed.org/Venezuela-Quand-Liberation-suggere-de-destituer-Chavez","Jean-Hébert Armengaud, « envoyé spécial », désinforme avec constance et sans retenue.",2004,"août","13"
"« Les réseaux du cynisme » (Vincent Cespedes)","https://www.acrimed.org/Les-reseaux-du-cynisme-Vincent-Cespedes","Dans la revue Minotaure, Vincent Cespedes passe en revue diverses ficelles de (...)",2004,"août","13"
"Sud-Ouest ou la voix de son maître","https://www.acrimed.org/Sud-Ouest-ou-la-voix-de-son-maitre","Après la condamnation d’ Alain Juppé le 31 janvier 2004, le quotidien de « sa » région ne contient (...)",2004,"août","12"
"Journaliste à Sud-Ouest ? Quel beau métier !","https://www.acrimed.org/Journaliste-a-Sud-Ouest-Quel-beau-metier","Témoignage d’un stagiaire sur le journalisme-passion. En deux dessins « animés (...)",2004,"août","11"
"RER D - 9. Sud-Ouest prend le RER en marche","https://www.acrimed.org/RER-D-9-Sud-Ouest-prend-le-RER-en-marche","Du début à la fin, un condensé de toutes les outrances : « la désinformation est sacrée, et (...)",2004,"août","11"
"RER D - 8. Le vent tourne, les girouettes aussi","https://www.acrimed.org/RER-D-8-Le-vent-tourne-les-girouettes-aussi","Du Lundi 12 au mardi 13 juillet : Quand les doutes policiers deviennent publics, les médias (...)",2004,"août","10"
"Signataires du Manifeste Pour la Défense de France Culture (3)","https://www.acrimed.org/Signataires-du-Manifeste-Pour-la-Defense-de-France-Culture-3","Rendu public au début au début du mois de novembre 1999, le Manifeste Pour la Défense de France (...)",2004,"août","10"
"Les DNA veulent remettre l’Europe au travail","https://www.acrimed.org/Les-DNA-veulent-remettre-l-Europe-au-travail","Quand deux éditorialistes tancent les paresseux ...",2004,"août","9"
"RER D - 7. La pensée en surplomb : de « l’élévation » des commentaires...","https://www.acrimed.org/RER-D-7-La-pensee-en-surplomb-de-l-elevation-des-commentaires","Lundi 12 juillet. Ce fut simultané : l’information scrupuleuse... et les commentaires avisés. (...)",2004,"août","9"
"Le Groupe Hersant : un empire à deux têtes (2002)","https://www.acrimed.org/Le-Groupe-Hersant-un-empire-a-deux-tetes-2002","Le groupe Hersant est désormais installé en Suisse romande. Retour sur un empire tel qu’il (...)",2004,"août","9"
"Le Parisien proclame la mort du syndicalisme","https://www.acrimed.org/Le-Parisien-proclame-la-mort-du-syndicalisme","L’ échec  sur EDF et la Sécu signerait la débâcle finale.",2004,"août","7"
"RER D - 6. Intermède sonore : Europe 1 mène l’enquête","https://www.acrimed.org/RER-D-6-Intermede-sonore-Europe-1-mene-l-enquete","Le lundi, la police n’a toujours aucun témoin. Heureusement, Europe 1 est sur leur (...)",2004,"août","5"
"RER D - 5. L’info en direct : de la « rigueur » des radios et télévisions","https://www.acrimed.org/RER-D-5-L-info-en-direct-de-la-rigueur-des-radios-et-televisions","Lundi 12 juillet - Grands consommateurs de dépêches de l’AFP et grands lecteurs de journaux, les (...)",2004,"août","4"
"RER D - 4. L’info en différé : de la « sobriété » de la presse écrite... [2]","https://www.acrimed.org/RER-D-4-L-info-en-differe-de-la-sobriete-de-la-presse-ecrite-2","Deuxième partie de notre revue de presse : des récits solidement documentés !",2004,"août","4"
